# sen(phi)	 cos(phi)	 cos(theta)	 Jpar[nA/m2]
-0.1716	0.9852	0.3009	-9.1809
-0.2016	0.9795	-0.2930	67.1288
-0.2016	0.9795	-0.2656	73.1697
-0.2016	0.9795	-0.2375	69.8588
-0.2016	0.9795	-0.2088	61.2530
-0.2016	0.9795	-0.1795	50.4649
-0.2016	0.9795	-0.1497	39.6379
-0.2016	0.9795	-0.1196	30.0544
-0.2016	0.9795	-0.0891	22.2437
-0.2016	0.9795	-0.0583	16.2483
-0.2016	0.9795	-0.0274	11.7896
-0.2016	0.9795	0.0036	8.5063
-0.2016	0.9795	0.0346	6.0308
-0.2016	0.9795	0.0655	4.0458
-0.2016	0.9795	0.0962	2.3332
-0.2016	0.9795	0.1266	0.7457
-0.2016	0.9795	0.1567	-0.8135
-0.2016	0.9795	0.1864	-2.4060
-0.2016	0.9795	0.2155	-4.0703
-0.2016	0.9795	0.2441	-5.8291
-0.2016	0.9795	0.2721	-7.6850
-0.2016	0.9795	0.2994	-9.6234
-0.2310	0.9729	-0.2640	77.2213
-0.2310	0.9729	-0.2360	73.9363
-0.2310	0.9729	-0.2074	65.3024
-0.2310	0.9729	-0.1783	54.3849
-0.2310	0.9729	-0.1488	43.2314
-0.2310	0.9729	-0.1188	33.1374
-0.2310	0.9729	-0.0885	24.7208
-0.2310	0.9729	-0.0579	18.0899
-0.2310	0.9729	-0.0272	13.0639
-0.2310	0.9729	0.0036	9.3151
-0.2310	0.9729	0.0344	6.4891
-0.2310	0.9729	0.0651	4.2685
-0.2310	0.9729	0.0956	2.4105
-0.2310	0.9729	0.1258	0.7454
-0.2310	0.9729	0.1557	-0.8455
-0.2310	0.9729	0.1852	-2.4419
-0.2310	0.9729	0.2141	-4.1022
-0.2310	0.9729	0.2426	-5.8784
-0.2310	0.9729	0.2704	-7.8087
-0.2599	0.9656	-0.2621	79.6166
-0.2599	0.9656	-0.2343	76.3402
-0.2599	0.9656	-0.2059	67.7132
-0.2599	0.9656	-0.1770	56.8022
-0.2599	0.9656	-0.1477	45.5646
-0.2599	0.9656	-0.1179	35.2620
-0.2599	0.9656	-0.0878	26.5105
-0.2599	0.9656	-0.0575	19.4596
-0.2599	0.9656	-0.0270	14.0176
-0.2599	0.9656	0.0036	9.9115
-0.2599	0.9656	0.0341	6.8260
-0.2599	0.9656	0.0646	4.4374
-0.2599	0.9656	0.0949	2.4742
-0.2599	0.9656	0.1249	0.7429
-0.2599	0.9656	0.1546	-0.8873
-0.2599	0.9656	0.1838	-2.5031
-0.2599	0.9656	0.2126	-4.1719
-0.2599	0.9656	0.2409	-5.9658
-0.2880	0.9576	-0.2325	77.1105
-0.2880	0.9576	-0.2043	68.6731
-0.2880	0.9576	-0.1756	57.8714
-0.2880	0.9576	-0.1465	46.7369
-0.2880	0.9576	-0.1169	36.4958
-0.2880	0.9576	-0.0871	27.6511
-0.2880	0.9576	-0.0570	20.3899
-0.2880	0.9576	-0.0268	14.6849
-0.2880	0.9576	0.0035	10.3401
-0.2880	0.9576	0.0338	7.0798
-0.2880	0.9576	0.0640	4.5781
-0.2880	0.9576	0.0941	2.5393
-0.2880	0.9576	0.1239	0.7455
-0.2880	0.9576	0.1533	-0.9450
-0.2880	0.9576	0.1823	-2.6190
-0.2880	0.9576	0.2109	-4.3403
-0.3155	0.9489	-0.1741	58.1986
-0.3155	0.9489	-0.1452	47.3627
-0.3155	0.9489	-0.1159	37.3052
-0.3155	0.9489	-0.0863	28.4643
-0.3155	0.9489	-0.0565	21.1089
-0.3155	0.9489	-0.0265	15.2711
-0.3155	0.9489	0.0035	10.7755
-0.3155	0.9489	0.0335	7.3813
-0.3155	0.9489	0.0635	4.7714
-0.3155	0.9489	0.0932	2.6398
-0.3155	0.9489	0.1228	0.7546
-0.3155	0.9489	0.1519	-1.0373
-0.3155	0.9489	0.1807	-2.8207
-0.3421	0.9396	-0.1148	38.4559
-0.3421	0.9396	-0.0855	29.6019
-0.3421	0.9396	-0.0559	22.1307
-0.3421	0.9396	-0.0263	16.1459
-0.3421	0.9396	0.0035	11.4778
-0.3421	0.9396	0.0332	7.8994
-0.3421	0.9396	0.0628	5.1135
-0.3421	0.9396	0.0923	2.8199
-0.3421	0.9396	0.1216	0.7779
0.4284	0.9036	-0.0556	13.1489
0.4284	0.9036	-0.0261	9.5758
0.4284	0.9036	0.0034	6.5957
0.4284	0.9036	0.0330	4.2518
0.4038	0.9148	-0.1445	25.7434
0.4038	0.9148	-0.1154	21.3920
0.4038	0.9148	-0.0859	16.9552
0.4038	0.9148	-0.0562	12.9423
0.4038	0.9148	-0.0264	9.4865
0.4038	0.9148	0.0035	6.6144
0.4038	0.9148	0.0334	4.3274
0.4038	0.9148	0.0632	2.5865
0.4038	0.9148	0.0928	1.3064
0.4038	0.9148	0.1222	0.3664
0.4038	0.9148	0.1513	-0.3678
0.3783	0.9257	-0.2040	30.6129
0.3783	0.9257	-0.1753	29.0524
0.3783	0.9257	-0.1462	25.2907
0.3783	0.9257	-0.1167	20.8189
0.3783	0.9257	-0.0869	16.4106
0.3783	0.9257	-0.0569	12.4587
0.3783	0.9257	-0.0267	9.1183
0.3783	0.9257	0.0035	6.3914
0.3783	0.9257	0.0338	4.2336
0.3783	0.9257	0.0639	2.5868
0.3783	0.9257	0.0939	1.3551
0.3783	0.9257	0.1236	0.4051
0.3783	0.9257	0.1530	-0.4018
0.3783	0.9257	0.1820	-1.1841
0.3783	0.9257	0.2106	-2.0255
0.3520	0.9360	-0.2623	18.3693
0.3520	0.9360	-0.2345	28.0741
0.3520	0.9360	-0.2061	30.5022
0.3520	0.9360	-0.1772	28.5184
0.3520	0.9360	-0.1478	24.4506
0.3520	0.9360	-0.1180	19.8230
0.3520	0.9360	-0.0879	15.4129
0.3520	0.9360	-0.0575	11.5572
0.3520	0.9360	-0.0270	8.3803
0.3520	0.9360	0.0036	5.8596
0.3520	0.9360	0.0342	3.9131
0.3520	0.9360	0.0646	2.4432
0.3520	0.9360	0.0950	1.3271
0.3520	0.9360	0.1250	0.4211
0.3520	0.9360	0.1547	-0.4075
0.3520	0.9360	0.1840	-1.2585
0.3520	0.9360	0.2128	-2.1919
0.3520	0.9360	0.2411	-3.2362
0.3247	0.9458	-0.2923	0.2588
0.3247	0.9458	-0.2649	19.2318
0.3247	0.9458	-0.2369	27.9862
0.3247	0.9458	-0.2082	29.7461
0.3247	0.9458	-0.1790	27.3917
0.3247	0.9458	-0.1493	23.1007
0.3247	0.9458	-0.1192	18.3589
0.3247	0.9458	-0.0888	13.9753
0.3247	0.9458	-0.0581	10.2681
0.3247	0.9458	-0.0273	7.3245
0.3247	0.9458	0.0036	5.0793
0.3247	0.9458	0.0345	3.4084
0.3247	0.9458	0.0653	2.1704
0.3247	0.9458	0.0959	1.2183
0.3247	0.9458	0.1263	0.4064
0.3247	0.9458	0.1563	-0.3840
0.3247	0.9458	0.1859	-1.2300
0.3247	0.9458	0.2149	-2.1667
0.3247	0.9458	0.2435	-3.2012
0.3247	0.9458	0.2714	-4.3295
0.3247	0.9458	0.2986	-5.5556
0.2966	0.9550	-0.3218	-28.2610
0.2966	0.9550	-0.2949	1.9062
0.2966	0.9550	-0.2673	19.4044
0.2966	0.9550	-0.2390	27.0948
0.2966	0.9550	-0.2101	28.1923
0.2966	0.9550	-0.1807	25.5726
0.2966	0.9550	-0.1507	21.2073
0.2966	0.9550	-0.1204	16.4830
0.2966	0.9550	-0.0897	12.2307
0.2966	0.9550	-0.0587	8.7638
0.2966	0.9550	-0.0276	6.1242
0.2966	0.9550	0.0036	4.2015
0.2966	0.9550	0.0348	2.8277
0.2966	0.9550	0.0659	1.8319
0.2966	0.9550	0.0969	1.0567
0.2966	0.9550	0.1275	0.3665
0.2966	0.9550	0.1578	-0.3376
0.2966	0.9550	0.1876	-1.1116
0.2966	0.9550	0.2169	-1.9716
0.2966	0.9550	0.2457	-2.9109
0.2966	0.9550	0.2738	-3.9212
0.2966	0.9550	0.3012	-5.0105
0.2966	0.9550	0.3279	-6.2005
0.2678	0.9635	-0.3506	-66.3099
0.2678	0.9635	-0.3243	-24.8283
0.2678	0.9635	-0.2973	2.8701
0.2678	0.9635	-0.2695	18.7081
0.2678	0.9635	-0.2410	25.4028
0.2678	0.9635	-0.2119	25.9999
0.2678	0.9635	-0.1822	23.2005
0.2678	0.9635	-0.1520	18.8810
0.2678	0.9635	-0.1214	14.3503
0.2678	0.9635	0.1286	0.3150
0.2678	0.9635	0.1591	-0.2802
0.2678	0.9635	0.1892	-0.9423
0.2678	0.9635	0.2188	-1.6772
0.2678	0.9635	0.2477	-2.4727
0.2678	0.9635	0.2760	-3.3199
0.2678	0.9635	0.3037	-4.2271
0.2678	0.9635	0.3305	-5.2241
0.2382	0.9712	-0.3531	-59.1238
0.2382	0.9712	-0.3267	-21.6393
0.2382	0.9712	-0.2995	3.3218
0.2382	0.9712	-0.2715	17.4195
0.2382	0.9712	-0.2428	23.2363
0.2382	0.9712	-0.2135	23.4620
0.2382	0.9712	-0.1837	20.5695
0.2382	0.9712	0.1907	-0.7687
0.2382	0.9712	0.2204	-1.3684
0.2382	0.9712	0.2496	-2.0148
0.2382	0.9712	0.2781	-2.7002
0.2382	0.9712	0.3059	-3.4323
0.2382	0.9712	0.3329	-4.2437
0.2382	0.9712	0.3591	-5.1910
0.2079	0.9782	-0.3810	-97.2190
0.2079	0.9782	-0.3553	-51.8491
0.2079	0.9782	-0.3287	-18.3049
0.2079	0.9782	-0.3014	3.9565
0.2079	0.9782	-0.2733	16.3692
0.2079	0.9782	-0.2445	21.2233
0.2079	0.9782	-0.2150	21.0227
0.2079	0.9782	0.2219	-1.1071
0.2079	0.9782	0.2513	-1.6313
0.2079	0.9782	0.2799	-2.1911
0.2079	0.9782	0.3078	-2.7941
0.2079	0.9782	0.3350	-3.4719
0.2079	0.9782	0.3613	-4.2805
0.2079	0.9782	0.3868	-5.2820
0.1770	0.9842	-0.3830	-84.8143
0.1770	0.9842	-0.3572	-44.3360
0.1770	0.9842	-0.3305	-14.2074
0.1770	0.9842	-0.3031	5.6403
0.1770	0.9842	-0.2749	16.3127
0.1770	0.9842	-0.2459	19.9904
0.1770	0.9842	0.2527	-1.3637
0.1770	0.9842	0.2815	-1.8437
0.1770	0.9842	0.3096	-2.3727
0.1770	0.9842	0.3368	-2.9824
0.1770	0.9842	0.3633	-3.7267
0.1770	0.9842	0.3889	-4.6680
0.1456	0.9893	-0.4097	-117.6476
0.1456	0.9893	-0.3847	-72.6782
0.1456	0.9893	-0.3588	-36.1463
0.1456	0.9893	-0.3321	-8.8855
0.1456	0.9893	-0.3045	8.6389
0.1456	0.9893	-0.2762	17.4902
0.1456	0.9893	0.2540	-1.2127
0.1456	0.9893	0.2829	-1.6467
0.1456	0.9893	0.3110	-2.1392
0.1456	0.9893	0.3384	-2.7237
0.1456	0.9893	0.3649	-3.4545
0.1456	0.9893	0.3906	-4.3932
0.1137	0.9935	-0.4111	-102.7938
0.1137	0.9935	-0.3861	-61.1497
0.1137	0.9935	-0.3601	-27.3137
0.1137	0.9935	-0.3333	-2.5093
0.1137	0.9935	-0.3057	12.7886
0.1137	0.9935	-0.2773	19.8814
0.1137	0.9935	0.2840	-1.5728
0.1137	0.9935	0.3122	-2.0379
0.1137	0.9935	0.3397	-2.6004
0.1137	0.9935	0.3663	-3.3162
0.1137	0.9935	0.3920	-4.2513
0.1137	0.9935	0.4168	-5.4646
0.0815	0.9967	-0.4122	-90.2001
0.0815	0.9967	-0.3871	-50.4290
0.0815	0.9967	-0.3611	-18.3659
0.0815	0.9967	-0.3343	4.4261
0.0815	0.9967	-0.3066	17.8560
0.0815	0.9967	-0.2781	23.3682
0.0815	0.9967	0.2848	-1.6157
0.0815	0.9967	0.3131	-2.0466
0.0815	0.9967	0.3406	-2.5622
0.0815	0.9967	0.3673	-3.2199
0.0815	0.9967	0.3930	-4.0912
0.0815	0.9967	0.4179	-5.2514
0.0490	0.9988	-0.4129	-79.9739
0.0490	0.9988	-0.3878	-40.9807
0.0490	0.9988	-0.3618	-10.1956
0.0490	0.9988	-0.3349	11.2082
0.0490	0.9988	-0.3072	23.2898
0.0490	0.9988	0.2853	-1.7969
0.0490	0.9988	0.3137	-2.1922
0.0490	0.9988	0.3413	-2.6374
0.0490	0.9988	0.3679	-3.1871
0.0490	0.9988	0.3938	-3.9157
0.0490	0.9988	0.4187	-4.9140
0.0163	0.9999	-0.4133	-73.2360
0.0163	0.9999	-0.3882	-33.7745
0.0163	0.9999	-0.3621	-3.5244
0.0163	0.9999	-0.3352	17.0972
0.0163	0.9999	-0.3075	28.4175
0.0163	0.9999	0.2856	-2.1459
0.0163	0.9999	0.3140	-2.5278
0.0163	0.9999	0.3416	-2.9073
0.0163	0.9999	0.3683	-3.3325
0.0163	0.9999	0.3941	-3.8756
0.0163	0.9999	0.4190	-4.6382
-0.0163	0.9999	-0.4133	-70.3053
-0.0163	0.9999	-0.3882	-29.3154
-0.0163	0.9999	-0.3621	1.5827
-0.0163	0.9999	-0.3352	22.1237
-0.0163	0.9999	-0.3075	33.0177
-0.0163	0.9999	0.2856	-2.6700
-0.0163	0.9999	0.3140	-3.0899
-0.0163	0.9999	0.3416	-3.4514
-0.0163	0.9999	0.3683	-3.7925
-0.0163	0.9999	0.3941	-4.1795
-0.0163	0.9999	0.4190	-4.7202
-0.0490	0.9988	-0.4129	-70.3205
-0.0490	0.9988	-0.3878	-27.0629
-0.0490	0.9988	-0.3618	5.4888
-0.0490	0.9988	-0.3349	26.7169
-0.0490	0.9988	-0.3072	37.3411
-0.0490	0.9988	0.2853	-3.3373
-0.0490	0.9988	0.3137	-3.8690
-0.0490	0.9988	0.3413	-4.2983
-0.0490	0.9988	0.3679	-4.6506
-0.0490	0.9988	0.3938	-4.9839
-0.0490	0.9988	0.4187	-5.4091
-0.0815	0.9967	-0.4122	-71.5647
-0.0815	0.9967	-0.3871	-25.6451
-0.0815	0.9967	-0.3611	8.9064
-0.0815	0.9967	-0.3343	31.1769
-0.0815	0.9967	-0.3066	41.7904
-0.0815	0.9967	-0.2781	43.1775
-0.0815	0.9967	0.2848	-4.0783
-0.0815	0.9967	0.3131	-4.7983
-0.0815	0.9967	0.3406	-5.3967
-0.0815	0.9967	0.3673	-5.8843
-0.0815	0.9967	0.3930	-6.3091
-0.0815	0.9967	0.4179	-6.7785
-0.1137	0.9935	-0.4111	-72.6211
-0.1137	0.9935	-0.3861	-23.8591
-0.1137	0.9935	-0.3601	12.5704
-0.1137	0.9935	-0.3333	35.8218
-0.1137	0.9935	-0.3057	46.6620
-0.1137	0.9935	-0.2773	47.8650
-0.1137	0.9935	0.2840	-4.8034
-0.1137	0.9935	0.3122	-5.7669
-0.1137	0.9935	0.3397	-6.6203
-0.1137	0.9935	0.3663	-7.3585
-0.1137	0.9935	0.3920	-8.0158
-0.1137	0.9935	0.4168	-8.6861
-0.1456	0.9893	-0.4097	-73.0690
-0.1456	0.9893	-0.3847	-21.5647
-0.1456	0.9893	-0.3588	16.6142
-0.1456	0.9893	-0.3321	40.7482
-0.1456	0.9893	-0.3045	52.0205
-0.1456	0.9893	-0.2762	53.3022
-0.1456	0.9893	0.2540	-4.1697
-0.1456	0.9893	0.2829	-5.4323
-0.1456	0.9893	0.3110	-6.6576
-0.1456	0.9893	0.3384	-7.8121
-0.1456	0.9893	0.3649	-8.8764
-0.1456	0.9893	0.3906	-9.8640
-0.1770	0.9842	-0.3830	-19.0233
-0.1770	0.9842	-0.3572	20.7566
-0.1770	0.9842	-0.3305	45.7059
-0.1770	0.9842	-0.3031	57.5009
-0.1770	0.9842	-0.2749	58.9895
-0.1770	0.9842	-0.2459	53.6727
-0.1770	0.9842	0.2527	-4.4745
-0.1770	0.9842	0.2815	-5.9181
-0.1770	0.9842	0.3096	-7.3878
-0.1770	0.9842	0.3368	-8.8479
-0.1770	0.9842	0.3633	-10.2643
-0.1770	0.9842	0.3889	-11.6257
-0.2079	0.9782	-0.3810	-16.3321
-0.2079	0.9782	-0.3553	24.7160
-0.2079	0.9782	-0.3287	50.2378
-0.2079	0.9782	-0.3014	62.3843
-0.2079	0.9782	-0.2733	64.0940
-0.2079	0.9782	-0.2445	58.7608
-0.2079	0.9782	-0.2150	49.8105
-0.2079	0.9782	0.2219	-3.2144
-0.2079	0.9782	0.2513	-4.6883
-0.2079	0.9782	0.2799	-6.2687
-0.2079	0.9782	0.3078	-7.9457
-0.2079	0.9782	0.3350	-9.6902
-0.2079	0.9782	0.3613	-11.4491
-0.2079	0.9782	0.3868	-13.1840
-0.2382	0.9712	-0.3531	28.0325
-0.2382	0.9712	-0.3267	53.9038
-0.2382	0.9712	-0.2995	66.1731
-0.2382	0.9712	-0.2715	68.0214
-0.2382	0.9712	-0.2428	62.7335
-0.2382	0.9712	-0.2135	53.6421
-0.2382	0.9712	-0.1837	43.3488
-0.2382	0.9712	0.1907	-1.9270
-0.2382	0.9712	0.2204	-3.3369
-0.2382	0.9712	0.2496	-4.8701
-0.2382	0.9712	0.2781	-6.5529
-0.2382	0.9712	0.3059	-8.4006
-0.2382	0.9712	0.3329	-10.3968
-0.2382	0.9712	0.3591	-12.4751
-0.2678	0.9635	-0.3506	30.2961
-0.2678	0.9635	-0.3243	56.4042
-0.2678	0.9635	-0.2973	68.6695
-0.2678	0.9635	-0.2695	70.5403
-0.2678	0.9635	-0.2410	65.2446
-0.2678	0.9635	-0.2119	56.1003
-0.2678	0.9635	-0.1822	45.6970
-0.2678	0.9635	-0.1520	35.6393
-0.2678	0.9635	-0.1214	26.8632
-0.2678	0.9635	0.1286	0.6651
-0.2678	0.9635	0.1591	-0.6578
-0.2678	0.9635	0.1892	-2.0388
-0.2678	0.9635	0.2188	-3.5061
-0.2678	0.9635	0.2477	-5.1005
-0.2678	0.9635	0.2760	-6.8755
-0.2678	0.9635	0.3037	-8.8746
-0.2678	0.9635	0.3305	-11.0972
-0.2966	0.9550	-0.3218	57.7916
-0.2966	0.9550	-0.2949	69.9265
-0.2966	0.9550	-0.2673	71.7338
-0.2966	0.9550	-0.2390	66.4446
-0.2966	0.9550	-0.2101	57.3628
-0.2966	0.9550	-0.1807	46.9984
-0.2966	0.9550	-0.1507	36.9388
-0.2966	0.9550	-0.1204	28.0877
-0.2966	0.9550	-0.0897	20.7761
-0.2966	0.9550	-0.0587	15.0231
-0.2966	0.9550	-0.0276	10.6833
-0.2966	0.9550	0.0036	7.5284
-0.2966	0.9550	0.0348	5.2554
-0.2966	0.9550	0.0659	3.5339
-0.2966	0.9550	0.0969	2.0773
-0.2966	0.9550	0.1275	0.6900
-0.2966	0.9550	0.1578	-0.7277
-0.2966	0.9550	0.1876	-2.2116
-0.2966	0.9550	0.2169	-3.7779
-0.2966	0.9550	0.2457	-5.4670
-0.2966	0.9550	0.2738	-7.3555
-0.2966	0.9550	0.3012	-9.5106
-0.2966	0.9550	0.3279	-11.9479
-0.3247	0.9458	-0.2923	70.4699
-0.3247	0.9458	-0.2649	72.1236
-0.3247	0.9458	-0.2369	66.8982
-0.3247	0.9458	-0.2082	57.9717
-0.3247	0.9458	-0.1790	47.7880
-0.3247	0.9458	-0.1493	37.8947
-0.3247	0.9458	-0.1192	29.1171
-0.3247	0.9458	-0.0888	21.7426
-0.3247	0.9458	-0.0581	15.8401
-0.3247	0.9458	-0.0273	11.3393
-0.3247	0.9458	0.0036	8.0324
-0.3247	0.9458	0.0345	5.6351
-0.3247	0.9458	0.0653	3.8070
-0.3247	0.9458	0.0959	2.2413
-0.3247	0.9458	0.1263	0.7291
-0.3247	0.9458	0.1563	-0.8340
-0.3247	0.9458	0.1859	-2.4761
-0.3247	0.9458	0.2149	-4.2024
-0.3247	0.9458	0.2435	-6.0497
-0.3247	0.9458	0.2714	-8.1003
-0.3247	0.9458	0.2986	-10.4289
-0.3520	0.9360	-0.2623	72.5908
-0.3520	0.9360	-0.2345	67.4424
-0.3520	0.9360	-0.2061	58.7607
-0.3520	0.9360	-0.1772	48.8841
-0.3520	0.9360	-0.1478	39.2630
-0.3520	0.9360	-0.1180	30.6064
-0.3520	0.9360	-0.0879	23.1928
-0.3520	0.9360	-0.0575	17.1476
-0.3520	0.9360	-0.0270	12.4596
-0.3520	0.9360	0.0036	8.9382
-0.3520	0.9360	0.0342	6.3204
-0.3520	0.9360	0.0646	4.2840
-0.3520	0.9360	0.0950	2.5141
-0.3520	0.9360	0.1250	0.7922
-0.3520	0.9360	0.1547	-0.9898
-0.3520	0.9360	0.1840	-2.8607
-0.3520	0.9360	0.2128	-4.8249
-0.3520	0.9360	0.2411	-6.9121
-0.3783	0.9257	-0.2040	60.5094
-0.3783	0.9257	-0.1753	51.0358
-0.3783	0.9257	-0.1462	41.7198
-0.3783	0.9257	-0.1167	33.1769
-0.3783	0.9257	-0.0869	25.6863
-0.3783	0.9257	-0.0569	19.3991
-0.3783	0.9257	-0.0267	14.3602
-0.3783	0.9257	0.0035	10.4549
-0.3783	0.9257	0.0338	7.4474
-0.3783	0.9257	0.0639	5.0397
-0.3783	0.9257	0.0939	2.9304
-0.3783	0.9257	0.1236	0.8879
-0.3783	0.9257	0.1530	-1.2111
-0.3783	0.9257	0.1820	-3.4027
-0.3783	0.9257	0.2106	-5.6939
-0.4038	0.9148	-0.1445	45.4286
-0.4038	0.9148	-0.1154	36.9766
-0.4038	0.9148	-0.0859	29.3446
-0.4038	0.9148	-0.0562	22.7016
-0.4038	0.9148	-0.0264	17.1450
-0.4038	0.9148	0.0035	12.6572
-0.4038	0.9148	0.0334	9.0703
-0.4038	0.9148	0.0632	6.1136
-0.4038	0.9148	0.0928	3.5082
-0.4038	0.9148	0.1222	1.0145
-0.4038	0.9148	0.1513	-1.5181
-0.4284	0.9036	-0.0556	26.7439
-0.4284	0.9036	-0.0261	20.6098
-0.4284	0.9036	0.0034	15.4494
-0.4284	0.9036	0.0330	11.1598
0.4871	0.8734	-0.0261	8.6073
0.4871	0.8734	0.0034	5.6588
0.4871	0.8734	0.0329	3.4633
0.4641	0.8858	-0.1447	24.9372
0.4641	0.8858	-0.1155	20.3845
0.4641	0.8858	-0.0860	15.8168
0.4641	0.8858	-0.0563	11.7335
0.4641	0.8858	-0.0264	8.2826
0.4641	0.8858	0.0035	5.5160
0.4641	0.8858	0.0334	3.4201
0.4641	0.8858	0.0632	1.9061
0.4641	0.8858	0.0929	0.8667
0.4641	0.8858	0.1223	0.2101
0.4641	0.8858	0.1514	-0.1484
0.4401	0.8979	-0.2327	26.0486
0.4401	0.8979	-0.2045	28.5757
0.4401	0.8979	-0.1758	26.9678
0.4401	0.8979	-0.1466	23.3644
0.4401	0.8979	-0.1171	19.0598
0.4401	0.8979	-0.0872	14.8530
0.4401	0.8979	-0.0571	11.1217
0.4401	0.8979	-0.0268	7.9439
0.4401	0.8979	0.0035	5.3714
0.4401	0.8979	0.0339	3.3926
0.4401	0.8979	0.0641	1.9397
0.4401	0.8979	0.0942	0.9233
0.4401	0.8979	0.1240	0.2468
0.4401	0.8979	0.1535	-0.1889
0.4401	0.8979	0.1825	-0.4804
0.4401	0.8979	0.2111	-0.7128
0.4151	0.9098	-0.2635	16.7038
0.4151	0.9098	-0.2356	25.3379
0.4151	0.9098	-0.2071	27.3222
0.4151	0.9098	-0.1780	25.4894
0.4151	0.9098	-0.1485	21.9216
0.4151	0.9098	-0.1186	17.8480
0.4151	0.9098	-0.0883	13.9332
0.4151	0.9098	-0.0578	10.4725
0.4151	0.9098	-0.0272	7.5439
0.4151	0.9098	0.0036	5.1766
0.4151	0.9098	0.0343	3.3381
0.4151	0.9098	0.0650	1.9671
0.4151	0.9098	0.0954	0.9839
0.4151	0.9098	0.1256	0.2875
0.4151	0.9098	0.1554	-0.2290
0.4151	0.9098	0.1849	-0.6640
0.4151	0.9098	0.2138	-1.0985
0.4151	0.9098	0.2422	-1.5930
0.4151	0.9098	0.2699	-2.1878
0.3892	0.9212	-0.3209	-28.8344
0.3892	0.9212	-0.2941	0.1190
0.3892	0.9212	-0.2666	16.9547
0.3892	0.9212	-0.2384	24.5814
0.3892	0.9212	-0.2096	26.0368
0.3892	0.9212	-0.1802	24.0290
0.3892	0.9212	-0.1503	20.5174
0.3892	0.9212	-0.1200	16.6073
0.3892	0.9212	-0.0894	12.9114
0.3892	0.9212	-0.0585	9.6796
0.3892	0.9212	-0.0275	6.9928
0.3892	0.9212	0.0036	4.8460
0.3892	0.9212	0.0347	3.1819
0.3892	0.9212	0.0658	1.9327
0.3892	0.9212	0.0966	1.0142
0.3892	0.9212	0.1271	0.3200
0.3892	0.9212	0.1573	-0.2577
0.3892	0.9212	0.1871	-0.8101
0.3892	0.9212	0.2163	-1.4038
0.3892	0.9212	0.2450	-2.0820
0.3892	0.9212	0.2731	-2.8673
0.3892	0.9212	0.3004	-3.7733
0.3623	0.9321	-0.3506	-64.9819
0.3623	0.9321	-0.3243	-24.8021
0.3623	0.9321	-0.2973	1.9154
0.3623	0.9321	-0.2695	17.1641
0.3623	0.9321	-0.2410	23.8071
0.3623	0.9321	-0.2119	24.7914
0.3623	0.9321	-0.1822	22.5923
0.3623	0.9321	-0.1521	19.0334
0.3623	0.9321	-0.1214	15.2014
0.3623	0.9321	0.1286	0.3334
0.3623	0.9321	0.1591	-0.2670
0.3623	0.9321	0.1892	-0.8891
0.3623	0.9321	0.2188	-1.5791
0.3623	0.9321	0.2477	-2.3602
0.3623	0.9321	0.2761	-3.2419
0.3623	0.9321	0.3037	-4.2319
0.3623	0.9321	0.3305	-5.3406
0.3345	0.9424	-0.3540	-56.9971
0.3345	0.9424	-0.3276	-20.4349
0.3345	0.9424	-0.3003	3.6287
0.3345	0.9424	-0.2723	17.1860
0.3345	0.9424	-0.2436	22.8796
0.3345	0.9424	-0.2142	23.3847
0.3345	0.9424	-0.1842	20.9891
0.3345	0.9424	0.1912	-0.8874
0.3345	0.9424	0.2211	-1.5999
0.3345	0.9424	0.2503	-2.3990
0.3345	0.9424	0.2789	-3.2853
0.3345	0.9424	0.3067	-4.2661
0.3345	0.9424	0.3338	-5.3561
0.3345	0.9424	0.3601	-6.5734
0.3057	0.9521	-0.3830	-92.2502
0.3057	0.9521	-0.3572	-48.5013
0.3057	0.9521	-0.3306	-16.1058
0.3057	0.9521	-0.3031	5.1185
0.3057	0.9521	-0.2749	16.9097
0.3057	0.9521	-0.2459	21.5888
0.3057	0.9521	0.2527	-2.2244
0.3057	0.9521	0.2815	-3.0396
0.3057	0.9521	0.3096	-3.9338
0.3057	0.9521	0.3369	-4.9268
0.3057	0.9521	0.3633	-6.0481
0.3057	0.9521	0.3889	-7.3271
0.2761	0.9611	-0.4111	-123.4653
0.2761	0.9611	-0.3861	-77.6231
0.2761	0.9611	-0.3601	-39.9966
0.2761	0.9611	-0.3333	-12.0486
0.2761	0.9611	-0.3057	6.2540
0.2761	0.9611	-0.2773	16.2313
0.2761	0.9611	0.2840	-2.6116
0.2761	0.9611	0.3122	-3.3722
0.2761	0.9611	0.3397	-4.2195
0.2761	0.9611	0.3663	-5.1926
0.2761	0.9611	0.3920	-6.3320
0.2761	0.9611	0.4169	-7.6492
0.2457	0.9693	-0.4141	-100.2092
0.2457	0.9693	-0.3889	-62.5147
0.2457	0.9693	-0.3628	-31.4218
0.2457	0.9693	-0.3359	-8.1282
0.2457	0.9693	-0.3081	7.1171
0.2457	0.9693	0.3146	-2.7497
0.2457	0.9693	0.3422	-3.4453
0.2457	0.9693	0.3690	-4.2594
0.2457	0.9693	0.3948	-5.2384
0.2457	0.9693	0.4198	-6.4041
0.2146	0.9767	-0.4410	-110.2740
0.2146	0.9767	-0.4167	-76.9928
0.2146	0.9767	-0.3914	-47.4606
0.2146	0.9767	-0.3652	-22.8429
0.2146	0.9767	-0.3381	-4.0899
